make,manufactured,reg_date,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
mercedes-benz,2009.0,2009.0,luxury sedan,auto,115.0,1597.0,3.0,7920.0,29328.0,890.0,23527.0,131000.0,36989.0,36989.0,69800.0
skoda,2019.0,2021.0,suv,auto,132.0,1984.0,1.0,16120.0,51900.0,1194.0,69106.0,6000.0,33949.0,39529.0,191400.0
peugeot,2016.0,2016.0,hatchback,auto,96.0,1199.0,2.0,8580.0,50951.0,508.0,33379.0,90000.0,18435.0,8435.0,54800.0
toyota,2011.0,2011.0,mid-sized sedan,auto,90.0,1598.0,1.0,8350.0,22069.0,816.0,21041.0,95000.0,15510.0,15510.0,43800.0
suzuki,2009.0,2009.0,hatchback,manual,92.0,1586.0,5.0,6890.0,25525.0,957.0,19273.0,220000.0,14919.0,14919.0,57200.0
toyota,2018.0,2019.0,mpv,auto,100.0,1797.0,1.0,12670.0,31101.0,974.0,43484.0,38204.0,32522.0,27531.0,117500.0
kia,2019.0,2019.0,luxury sedan,auto,182.0,1998.0,1.0,15540.0,48000.0,1210.0,66306.0,38800.0,33443.0,38821.0,153800.0
bmw,2017.0,2018.0,luxury sedan,auto,140.0,1995.0,1.0,18690.0,37010.0,1806.0,71565.0,34300.0,49739.0,61635.0,174700.0
mazda,2017.0,2018.0,hatchback,auto,88.0,1496.0,1.0,8090.0,21510.0,182.0,27465.0,30000.0,17455.0,17455.0,69100.0
toyota,2008.0,2009.0,suv,auto,80.0,1495.0,5.0,6340.0,30512.0,887.0,24033.0,136883.0,13717.0,13717.0,55000.0
nissan,2015.0,2016.0,mid-sized sedan,auto,85.0,1598.0,1.0,9150.0,45000.0,742.0,31876.0,63350.0,16283.0,16283.0,54800.0
mercedes-benz,2019.0,2021.0,hatchback,auto,120.0,1332.0,1.0,14910.0,45001.0,586.0,70702.0,5000.0,31788.0,36504.0,178000.0
mitsubishi,2009.0,2009.0,mid-sized sedan,auto,80.0,1499.0,2.0,8500.0,13088.0,821.0,7021.0,124772.0,18142.0,18142.0,25100.0
toyota,2017.0,2017.0,suv,auto,170.0,1998.0,2.0,13570.0,49802.0,1210.0,58514.0,73000.0,33308.0,38632.0,109800.0
toyota,2009.0,2009.0,mpv,auto,97.0,1794.0,3.0,8440.0,16509.0,1264.0,8440.0,145600.0,18662.0,18662.0,23700.0
mazda,2015.0,2015.0,mid-sized sedan,auto,88.0,1496.0,1.0,11000.0,56001.0,682.0,32598.0,71500.0,17859.0,12859.0,58100.0
honda,2020.0,2020.0,hatchback,auto,73.0,1318.0,1.0,6840.0,14210.0,78.0,17560.0,6016.0,16678.0,6678.0,70200.0
mazda,2019.0,2021.0,mid-sized sedan,auto,88.0,1496.0,1.0,9060.0,42000.0,682.0,44778.0,8200.0,21408.0,6972.0,97700.0
hyundai,2017.0,2017.0,hatchback,auto,97.0,1591.0,1.0,9810.0,51106.0,738.0,42303.0,69976.0,17237.0,17237.0,71500.0
honda,2018.0,2018.0,hatchback,auto,73.0,1318.0,1.0,8920.0,32699.0,578.0,27777.0,27633.0,15812.0,5812.0,73500.0
volkswagen,2017.0,2017.0,mpv,auto,162.0,1984.0,1.0,13600.0,53711.0,1194.0,62788.0,66000.0,34820.0,40748.0,112200.0
mitsubishi,2007.0,2008.0,sports car,manual,206.0,1998.0,2.0,17340.0,37906.0,1694.0,25755.0,190000.0,29775.0,29775.0,129600.0
toyota,2007.0,2007.0,stationwagon,auto,81.0,1496.0,2.0,10480.0,22041.0,955.0,4541.0,138000.0,14809.0,16290.0,11900.0
nissan,2015.0,2015.0,suv,auto,85.0,1197.0,2.0,10190.0,59200.0,508.0,35028.0,79000.0,18454.0,13454.0,55900.0
toyota,2015.0,2016.0,mpv,auto,105.0,1797.0,1.0,10740.0,56002.0,974.0,43312.0,60200.0,19531.0,19531.0,71300.0
mercedes-benz,2009.0,2009.0,luxury sedan,auto,135.0,1796.0,2.0,8700.0,37502.0,1169.0,30515.0,92000.0,51194.0,51194.0,77900.0
mercedes-benz,2018.0,2018.0,luxury sedan,auto,155.0,1991.0,1.0,19670.0,37330.0,1202.0,83435.0,40000.0,58503.0,77306.0,190100.0
land rover,2018.0,2019.0,suv,auto,177.0,1997.0,2.0,16430.0,42020.0,1210.0,72469.0,20427.0,41948.0,50728.0,176900.0
volkswagen,2012.0,2012.0,hatchback,auto,90.0,1390.0,4.0,21140.0,52809.0,620.0,14748.0,115000.0,22667.0,22667.0,27500.0
kia,2016.0,2016.0,mpv,auto,104.0,1685.0,2.0,10370.0,49700.0,1318.0,36555.0,85305.0,22006.0,17809.0,65800.0
bmw,2020.0,2020.0,luxury sedan,auto,285.0,2998.0,1.0,29680.0,35001.0,2384.0,97065.0,18000.0,64200.0,87560.0,341000.0
kia,2018.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,8520.0,26301.0,738.0,30338.0,46553.0,13722.0,13722.0,79000.0
volkswagen,2010.0,2010.0,sports car,auto,155.0,1984.0,4.0,9750.0,32914.0,1313.0,29695.0,220000.0,33237.0,33237.0,96800.0
subaru,2005.0,2006.0,sports car,manual,169.0,2457.0,2.0,12770.0,46048.0,2625.0,21598.0,188000.0,20237.0,15661.0,65900.0
toyota,2016.0,2016.0,mpv,auto,105.0,1798.0,1.0,11700.0,55201.0,976.0,43180.0,61979.0,19955.0,19955.0,76800.0
toyota,2013.0,2013.0,mid-sized sedan,auto,80.0,1497.0,2.0,12110.0,73989.0,684.0,21113.0,152000.0,14681.0,9681.0,32900.0
rolls-royce,2012.0,2012.0,luxury sedan,auto,420.0,6592.0,5.0,47790.0,53932.0,8004.0,52853.0,58000.0,284006.0,284006.0,515800.0
bmw,2017.0,2018.0,luxury sedan,auto,100.0,1499.0,1.0,14060.0,45289.0,684.0,59138.0,69783.0,34502.0,40303.0,120900.0
mercedes-benz,2015.0,2015.0,luxury sedan,auto,115.0,1595.0,3.0,16120.0,76889.0,740.0,48308.0,80000.0,36266.0,32773.0,80300.0
honda,2017.0,2017.0,suv,auto,96.0,1496.0,1.0,8830.0,25801.0,182.0,28675.0,24009.0,22195.0,18073.0,66900.0
suzuki,2008.0,2008.0,mpv,auto,68.0,1590.0,3.0,6740.0,34197.0,959.0,23751.0,118000.0,12382.0,12382.0,51500.0
porsche,2010.0,2010.0,suv,auto,245.0,2995.0,3.0,14920.0,32914.0,2618.0,29523.0,74900.0,100323.0,60194.0,147200.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,200.0,2996.0,1.0,27670.0,55414.0,2382.0,133323.0,62000.0,90326.0,134587.0,251900.0
mazda,2017.0,2017.0,mpv,auto,111.0,1998.0,1.0,10280.0,49012.0,1210.0,43018.0,51188.0,17222.0,17222.0,79000.0
mercedes-benz,2010.0,2010.0,luxury sedan,auto,150.0,1796.0,4.0,9380.0,33568.0,1169.0,29264.0,152000.0,56915.0,56915.0,90000.0
lexus,2016.0,2017.0,luxury sedan,auto,135.0,2494.0,2.0,16170.0,47501.0,1792.0,59751.0,48800.0,36195.0,42673.0,127400.0
mercedes-benz,2020.0,2020.0,luxury sedan,auto,96.0,1332.0,1.0,15840.0,37766.0,586.0,63574.0,12000.0,33437.0,38812.0,180400.0
bmw,2014.0,2015.0,luxury sedan,auto,135.0,1997.0,2.0,16700.0,75801.0,1210.0,54244.0,90000.0,37219.0,39107.0,92200.0
volkswagen,2020.0,2021.0,hatchback,auto,92.0,1395.0,1.0,10930.0,41001.0,624.0,59344.0,15000.0,25345.0,27483.0,128700.0
bmw,2017.0,2017.0,luxury sedan,auto,185.0,1998.0,1.0,21010.0,51000.0,1210.0,76222.0,56000.0,49363.0,61109.0,171400.0
toyota,2020.0,2020.0,mid-sized sedan,auto,96.0,1598.0,1.0,10100.0,35010.0,742.0,46544.0,24100.0,21787.0,22502.0,106500.0
honda,2018.0,2019.0,hatchback,auto,73.0,1317.0,1.0,8370.0,29159.0,578.0,27397.0,35000.0,17163.0,7163.0,73500.0
mercedes-benz,2016.0,2017.0,luxury sedan,auto,90.0,1595.0,2.0,14920.0,50889.0,740.0,48096.0,84000.0,28641.0,27098.0,104500.0
bmw,2011.0,2011.0,luxury sedan,auto,150.0,2497.0,3.0,8810.0,45586.0,1976.0,43338.0,93503.0,41307.0,41307.0,92200.0
land rover,2017.0,2017.0,suv,auto,177.0,1999.0,1.0,16360.0,47002.0,1212.0,74362.0,62572.0,48377.0,59728.0,146100.0
bmw,2017.0,2017.0,mpv,auto,75.0,1499.0,1.0,11020.0,46791.0,684.0,55720.0,100000.0,30858.0,35202.0,95300.0
honda,2008.0,2009.0,hatchback,auto,73.0,1339.0,3.0,6990.0,18583.0,767.0,7179.0,175000.0,20064.0,20064.0,14900.0
volvo,2017.0,2017.0,hatchback,auto,90.0,1498.0,2.0,10380.0,52000.0,684.0,44415.0,66899.0,23513.0,19919.0,75700.0
mitsubishi,2019.0,2019.0,suv,auto,110.0,1998.0,1.0,11070.0,33989.0,1210.0,43357.0,59000.0,22786.0,23901.0,104300.0
honda,2008.0,2008.0,mpv,auto,103.0,1799.0,4.0,9790.0,18444.0,1369.0,6973.0,240000.0,17172.0,17172.0,20400.0
mercedes-benz,2016.0,2017.0,suv,auto,155.0,1991.0,1.0,20230.0,53001.0,1202.0,66782.0,36800.0,41355.0,49897.0,150700.0
bmw,2016.0,2016.0,luxury sedan,auto,100.0,1499.0,1.0,13580.0,56000.0,684.0,47166.0,70000.0,29860.0,28804.0,87900.0
mercedes-benz,2018.0,2018.0,hatchback,auto,90.0,1595.0,1.0,11640.0,36810.0,740.0,38984.0,113000.0,26405.0,18967.0,96600.0
porsche,2019.0,2019.0,sports car,auto,220.0,1988.0,1.0,32050.0,42564.0,1200.0,102854.0,35500.0,67220.0,92996.0,325400.0
mitsubishi,2007.0,2007.0,mid-sized sedan,auto,79.0,1584.0,1.0,7410.0,22041.0,1028.0,4638.0,244000.0,11470.0,12617.0,8600.0
volkswagen,2015.0,2016.0,mpv,auto,103.0,1390.0,2.0,11590.0,46502.0,620.0,38795.0,51000.0,22862.0,24007.0,73500.0
bmw,2019.0,2019.0,suv,auto,135.0,1998.0,1.0,18800.0,39889.0,1210.0,68227.0,29000.0,40932.0,49305.0,191200.0
kia,2018.0,2018.0,mpv,auto,104.0,1685.0,1.0,10740.0,37989.0,1318.0,42667.0,88000.0,21945.0,22723.0,92200.0
mini,2007.0,2007.0,hatchback,auto,70.0,1397.0,6.0,7920.0,42564.0,874.0,26238.0,100000.0,26780.0,29458.0,53700.0
bmw,2015.0,2015.0,hatchback,auto,85.0,1496.0,2.0,12250.0,54301.0,1082.0,36039.0,68000.0,25752.0,18053.0,68000.0
ssangyong,2017.0,2019.0,suv,auto,94.1,1597.0,1.0,9320.0,25920.0,742.0,32318.0,25423.0,17450.0,17450.0,85700.0
mini,2011.0,2011.0,hatchback,auto,72.0,1598.0,2.0,6900.0,46358.0,742.0,46282.0,75000.0,18513.0,18513.0,75800.0
nissan,2019.0,2019.0,mid-sized sedan,auto,85.0,1598.0,1.0,8310.0,32309.0,742.0,38974.0,40200.0,16629.0,16629.0,84200.0
bmw,2014.0,2015.0,sports car,auto,317.0,2979.0,4.0,35060.0,61300.0,2362.0,106478.0,85300.0,80566.0,117019.0,222400.0
mazda,2016.0,2016.0,mpv,auto,111.0,1998.0,1.0,9450.0,49700.0,1210.0,40344.0,129520.0,20747.0,21046.0,63600.0
toyota,2017.0,2018.0,mpv,auto,100.0,1797.0,2.0,14780.0,39903.0,974.0,47055.0,39813.0,33117.0,28364.0,120800.0
volvo,2019.0,2019.0,luxury sedan,auto,187.0,1969.0,1.0,16980.0,35906.0,1176.0,63634.0,19500.0,39504.0,47306.0,172500.0
honda,2016.0,2016.0,mid-sized sedan,auto,127.0,1498.0,1.0,14930.0,57002.0,684.0,47722.0,80000.0,26342.0,23879.0,99000.0
audi,2014.0,2014.0,luxury sedan,auto,92.0,1395.0,2.0,13640.0,67889.0,624.0,31933.0,92500.0,27197.0,15076.0,57200.0
maserati,2019.0,2020.0,suv,auto,257.0,2979.0,2.0,31770.0,30890.0,2362.0,101397.0,7800.0,69701.0,97462.0,373800.0
honda,2019.0,2019.0,suv,auto,96.0,1496.0,1.0,9700.0,26301.0,682.0,30208.0,18000.0,22507.0,13510.0,88900.0
honda,2020.0,2021.0,mpv,auto,129.0,2356.0,1.0,14670.0,49489.0,1630.0,71906.0,5900.0,30134.0,34188.0,171400.0
bmw,2009.0,2011.0,sports car,auto,150.0,2497.0,6.0,10920.0,47316.0,1976.0,45825.0,139000.0,48542.0,48542.0,116400.0
mazda,2016.0,2017.0,hatchback,auto,85.0,1496.0,1.0,8600.0,48401.0,682.0,30558.0,88061.0,15382.0,5382.0,54800.0
honda,2016.0,2016.0,suv,auto,112.0,1496.0,1.0,10570.0,56000.0,682.0,33398.0,89289.0,25603.0,5000.0,64400.0
seat,2018.0,2019.0,suv,auto,110.0,1395.0,1.0,10890.0,39700.0,624.0,56566.0,23800.0,28355.0,31697.0,116400.0
audi,2017.0,2018.0,stationwagon,auto,412.0,3993.0,3.0,38200.0,42661.0,3940.0,158881.0,16438.0,112423.0,174362.0,372800.0
bmw,2016.0,2016.0,suv,auto,100.0,1499.0,1.0,14960.0,49000.0,684.0,43598.0,60000.0,29946.0,28925.0,94400.0
bmw,2015.0,2015.0,luxury sedan,auto,100.0,1499.0,1.0,13640.0,57885.0,684.0,41874.0,69000.0,29993.0,28991.0,75700.0
toyota,2015.0,2015.0,mid-sized sedan,auto,90.0,1598.0,1.0,10310.0,57301.0,742.0,38171.0,79028.0,19589.0,19589.0,59200.0
mitsubishi,2018.0,2018.0,mid-sized sedan,auto,59.0,1193.0,1.0,7400.0,25000.0,506.0,21079.0,45900.0,13542.0,5000.0,59200.0
mercedes-benz,2010.0,2010.0,luxury sedan,auto,150.0,1796.0,3.0,9510.0,32914.0,1071.0,29695.0,111600.0,56884.0,56884.0,94400.0
audi,2020.0,2020.0,luxury sedan,auto,110.0,1984.0,1.0,14200.0,40990.0,1194.0,65476.0,6633.0,32264.0,37170.0,163700.0
honda,2008.0,2009.0,mid-sized sedan,auto,92.0,1595.0,3.0,9320.0,13943.0,888.0,7716.0,132010.0,25281.0,25281.0,28400.0
lamborghini,2015.0,2015.0,sports car,auto,449.0,5204.0,4.0,101390.0,60000.0,5834.0,324770.0,33988.0,253420.0,428156.0,702700.0
bmw,2014.0,2015.0,hatchback,auto,100.0,1499.0,2.0,11970.0,66751.0,684.0,36166.0,93888.0,26856.0,19599.0,57000.0
honda,2020.0,2020.0,hatchback,auto,73.0,1318.0,1.0,8290.0,33520.0,578.0,35145.0,23000.0,16758.0,6758.0,85600.0
nissan,2017.0,2017.0,suv,auto,85.0,1197.0,3.0,9470.0,50789.0,508.0,38615.0,111000.0,18583.0,13583.0,65800.0
subaru,2015.0,2015.0,suv,auto,177.0,1998.0,2.0,12410.0,60789.0,1210.0,35239.0,68000.0,17113.0,17113.0,63600.0
honda,2007.0,2008.0,sports car,manual,165.0,1998.0,4.0,13900.0,50355.0,1694.0,30723.0,30000.0,27342.0,27342.0,93300.0
mercedes-benz,2010.0,2011.0,sports car,auto,150.0,1796.0,4.0,11400.0,47316.0,1071.0,45657.0,83000.0,63555.0,63555.0,121000.0
toyota,2016.0,2016.0,mpv,auto,105.0,1798.0,1.0,10670.0,57508.0,976.0,44067.0,85000.0,19955.0,19955.0,70400.0
toyota,2015.0,2016.0,mpv,auto,134.0,2493.0,2.0,19670.0,55001.0,1792.0,58072.0,81500.0,40262.0,48367.0,121900.0
honda,2019.0,2019.0,hatchback,auto,96.0,1498.0,2.0,8400.0,32309.0,684.0,39658.0,23441.0,17470.0,17470.0,85600.0
suzuki,2008.0,2009.0,mid-sized sedan,auto,75.0,1586.0,3.0,7480.0,13024.0,957.0,6202.0,130000.0,15145.0,15145.0,19600.0
nissan,2016.0,2016.0,suv,auto,106.0,1997.0,1.0,10680.0,51109.0,1210.0,46458.0,69000.0,23955.0,25537.0,76800.0
mercedes-benz,2011.0,2011.0,sports car,auto,150.0,1796.0,3.0,11050.0,57955.0,1071.0,57510.0,119000.0,60365.0,60365.0,120700.0
ferrari,2020.0,2021.0,sports car,auto,530.0,3902.0,1.0,122910.0,50100.0,3796.0,531049.0,3000.0,373979.0,645163.0,1628000.0
mercedes-benz,2020.0,2021.0,suv,auto,287.0,2996.0,1.0,31550.0,49500.0,2382.0,119144.0,652.0,76161.0,109090.0,388300.0
toyota,2015.0,2016.0,mid-sized sedan,auto,80.0,1496.0,2.0,8980.0,56989.0,682.0,30025.0,69388.0,17361.0,7361.0,47200.0
bmw,2009.0,2010.0,sports car,auto,150.0,2497.0,2.0,15880.0,35411.0,2155.0,27213.0,78391.0,52456.0,52456.0,134200.0
suzuki,2010.0,2010.0,hatchback,auto,92.0,1586.0,4.0,8090.0,16095.0,810.0,12938.0,110781.0,16680.0,16680.0,35800.0
mercedes-benz,2019.0,2019.0,suv,auto,90.0,1595.0,1.0,13730.0,26999.0,740.0,44608.0,23740.0,27705.0,30787.0,137300.0
bmw,2012.0,2012.0,luxury sedan,auto,330.0,4395.0,5.0,35920.0,95034.0,4568.0,60910.0,89000.0,91476.0,91476.0,94700.0
bmw,2018.0,2018.0,sports car,auto,441.0,4395.0,2.0,42100.0,37000.0,4568.0,160669.0,14000.0,116325.0,181385.0,416700.0
bentley,2013.0,2013.0,sports car,auto,373.0,3993.0,3.0,115680.0,92901.0,3940.0,121942.0,30800.0,190661.0,190661.0,338800.0
volvo,2017.0,2017.0,luxury sedan,auto,90.0,1498.0,1.0,11140.0,42801.0,684.0,45569.0,23600.0,25281.0,27394.0,86700.0
mercedes-benz,2016.0,2017.0,suv,auto,270.0,2996.0,3.0,29910.0,48209.0,2382.0,120085.0,50010.0,84480.0,124064.0,252800.0
honda,2008.0,2009.0,hatchback,auto,73.0,1339.0,5.0,7050.0,13088.0,767.0,6978.0,187000.0,11722.0,11722.0,20700.0
mercedes-benz,2014.0,2014.0,suv,auto,115.0,1595.0,5.0,17250.0,73010.0,740.0,37502.0,105000.0,28592.0,22029.0,72400.0
bmw,2014.0,2015.0,luxury sedan,auto,135.0,1997.0,2.0,16640.0,75000.0,1210.0,57472.0,111000.0,40920.0,44288.0,94400.0
mitsubishi,2018.0,2019.0,mid-sized sedan,auto,59.0,1193.0,2.0,7120.0,25501.0,506.0,22844.0,19000.0,13685.0,5000.0,61400.0
mercedes-benz,2019.0,2020.0,suv,auto,190.0,1991.0,1.0,22490.0,37109.0,1202.0,78938.0,8000.0,49608.0,61452.0,252800.0
audi,2018.0,2019.0,hatchback,auto,85.0,999.0,1.0,10970.0,26309.0,392.0,36476.0,53339.0,21568.0,22196.0,103200.0
mazda,2015.0,2015.0,suv,auto,121.0,1998.0,1.0,12200.0,60789.0,1210.0,37833.0,85000.0,20934.0,21308.0,64700.0
mazda,2017.0,2018.0,mid-sized sedan,auto,88.0,1496.0,2.0,9250.0,38200.0,682.0,37690.0,65370.0,17851.0,17851.0,74600.0
mini,2016.0,2016.0,hatchback,auto,75.0,1198.0,1.0,13040.0,52668.0,508.0,36922.0,59300.0,21484.0,12078.0,82500.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,135.0,1991.0,1.0,18300.0,54406.0,1202.0,77043.0,79000.0,49632.0,61485.0,148300.0
bmw,2016.0,2017.0,hatchback,auto,85.0,1496.0,2.0,11470.0,53001.0,1082.0,36951.0,45000.0,24555.0,11377.0,76900.0
mercedes-benz,2018.0,2018.0,suv,auto,155.0,1991.0,1.0,20080.0,37330.0,1202.0,66713.0,57292.0,44724.0,54614.0,182400.0
honda,2021.0,2021.0,hatchback,auto,72.0,1317.0,1.0,7910.0,45600.0,578.0,47726.0,79.0,16074.0,5000.0,86700.0
bmw,2019.0,2019.0,hatchback,auto,80.0,1499.0,1.0,11360.0,32889.0,684.0,52975.0,20182.0,30044.0,34062.0,123000.0
toyota,2017.0,2017.0,mpv,auto,79.0,1496.0,1.0,10220.0,41761.0,682.0,40403.0,69000.0,18784.0,18784.0,81200.0
honda,2018.0,2019.0,stationwagon,auto,101.0,1496.0,1.0,9970.0,34509.0,682.0,35811.0,27000.0,21697.0,12376.0,91100.0
mclaren,2014.0,2015.0,sports car,auto,478.0,3798.0,1.0,88390.0,75289.0,3634.0,326870.0,27000.0,273229.0,463813.0,583000.0
volkswagen,2013.0,2013.0,hatchback,auto,90.0,1395.0,3.0,14000.0,62999.0,624.0,14198.0,114502.0,20925.0,6295.0,29700.0
honda,2008.0,2009.0,stationwagon,auto,81.0,1496.0,3.0,6030.0,13088.0,887.0,6899.0,170125.0,13684.0,13684.0,17500.0
nissan,2016.0,2016.0,suv,auto,85.0,1197.0,2.0,9980.0,47300.0,508.0,31967.0,106000.0,18974.0,13974.0,59200.0
mini,2011.0,2011.0,sports car,auto,90.0,1598.0,4.0,8470.0,42283.0,742.0,40951.0,81880.0,26929.0,26929.0,90200.0
nissan,2018.0,2018.0,mid-sized sedan,auto,85.0,1598.0,1.0,8600.0,28457.0,742.0,32547.0,21800.0,16212.0,16212.0,76700.0
citroen,2018.0,2018.0,suv,auto,81.0,1199.0,1.0,8370.0,25000.0,508.0,31672.0,67812.0,18010.0,18010.0,76800.0
toyota,2009.0,2009.0,mid-sized sedan,auto,80.0,1598.0,3.0,7090.0,14664.0,890.0,8686.0,160000.0,17853.0,17853.0,23100.0
mazda,2017.0,2017.0,luxury sedan,auto,121.0,1998.0,2.0,10470.0,52000.0,1210.0,48704.0,47500.0,22554.0,23576.0,84500.0
hyundai,2008.0,2009.0,mid-sized sedan,auto,89.7,1591.0,3.0,8350.0,13024.0,959.0,6173.0,167500.0,11726.0,11726.0,21800.0
bmw,2008.0,2008.0,sports car,auto,160.0,2497.0,5.0,8950.0,32121.0,2335.0,23321.0,170000.0,48714.0,48714.0,71500.0
honda,2016.0,2016.0,mpv,auto,129.0,2356.0,1.0,13250.0,53001.0,1630.0,56220.0,95000.0,32594.0,37632.0,97700.0
mercedes-benz,2015.0,2016.0,luxury sedan,auto,90.0,1595.0,2.0,16740.0,57390.0,740.0,45771.0,67000.0,28592.0,27029.0,104500.0
honda,2017.0,2017.0,mid-sized sedan,auto,127.0,1498.0,1.0,12550.0,53001.0,684.0,49498.0,41000.0,26873.0,24623.0,94400.0
honda,2019.0,2019.0,stationwagon,auto,97.0,1496.0,1.0,9010.0,27000.0,682.0,27541.0,23000.0,18553.0,8553.0,82300.0
kia,2016.0,2017.0,mid-sized sedan,auto,95.3,1591.0,2.0,8920.0,51600.0,738.0,42588.0,51000.0,17370.0,17370.0,65800.0
honda,2015.0,2015.0,suv,auto,96.0,1496.0,1.0,10470.0,58700.0,682.0,31680.0,110784.0,18934.0,8934.0,54800.0
mercedes-benz,2008.0,2009.0,luxury sedan,auto,115.0,1796.0,3.0,7840.0,31335.0,1266.0,23093.0,283900.0,37096.0,37096.0,63600.0
mercedes-benz,2017.0,2017.0,hatchback,auto,90.0,1595.0,1.0,13000.0,42339.0,740.0,38895.0,82000.0,21019.0,16427.0,98800.0
volkswagen,2008.0,2009.0,sports car,auto,147.0,1984.0,5.0,8630.0,31335.0,1552.0,23162.0,151542.0,31281.0,31281.0,70200.0
toyota,2019.0,2020.0,mpv,auto,79.0,1496.0,1.0,9580.0,33000.0,682.0,44788.0,13243.0,19828.0,19828.0,106500.0
kia,2016.0,2016.0,mid-sized sedan,auto,95.3,1591.0,1.0,8860.0,53334.0,738.0,39281.0,72000.0,16702.0,16702.0,58100.0
toyota,2009.0,2009.0,mid-sized sedan,auto,80.0,1497.0,3.0,6850.0,14743.0,821.0,8991.0,150000.0,12717.0,11933.0,23000.0
honda,2015.0,2016.0,suv,auto,112.0,1496.0,1.0,11290.0,58109.0,682.0,38676.0,60000.0,26444.0,19022.0,64700.0
mercedes-benz,2019.0,2019.0,suv,auto,155.0,1991.0,1.0,21590.0,41805.0,1202.0,83274.0,35000.0,51669.0,65005.0,231900.0
audi,2016.0,2016.0,luxury sedan,auto,92.0,1395.0,3.0,12940.0,51507.0,624.0,39239.0,70000.0,25068.0,17096.0,82400.0
lexus,2017.0,2017.0,sports car,auto,351.0,4969.0,4.0,44850.0,50101.0,5466.0,161339.0,25000.0,112928.0,175271.0,391500.0
hyundai,2009.0,2010.0,stationwagon,auto,89.7,1591.0,3.0,7510.0,15988.0,886.0,10556.0,170386.0,14311.0,14311.0,27300.0
honda,2019.0,2020.0,hatchback,auto,73.0,1317.0,1.0,8220.0,32699.0,578.0,33320.0,11000.0,17183.0,7183.0,81200.0
rolls-royce,2009.0,2009.0,luxury sedan,auto,338.0,6749.0,6.0,65050.0,31933.0,10725.0,24007.0,38500.0,544305.0,544305.0,537900.0
nissan,2016.0,2016.0,suv,auto,106.0,1997.0,2.0,11750.0,54920.0,1210.0,41256.0,84000.0,22509.0,23513.0,71300.0
bmw,2016.0,2016.0,hatchback,auto,85.0,1496.0,2.0,12280.0,52503.0,1082.0,32823.0,60802.0,23325.0,9655.0,72400.0
mercedes-benz,2020.0,2021.0,hatchback,auto,96.0,1332.0,1.0,13330.0,35990.0,586.0,60760.0,3450.0,31201.0,35682.0,158200.0
toyota,2018.0,2018.0,mpv,auto,79.0,1496.0,1.0,9450.0,38510.0,682.0,39117.0,75000.0,17240.0,17240.0,80200.0
bmw,2018.0,2019.0,luxury sedan,auto,190.0,1998.0,1.0,25790.0,48209.0,1210.0,126008.0,26000.0,84394.0,123910.0,286000.0
mini,2010.0,2010.0,sports car,auto,88.0,1598.0,4.0,6870.0,32875.0,890.0,28660.0,138000.0,24533.0,24533.0,65900.0
bmw,2010.0,2010.0,luxury sedan,auto,150.0,2497.0,5.0,8450.0,34935.0,1976.0,31805.0,120888.0,44394.0,44394.0,84600.0
honda,2015.0,2015.0,mpv,auto,88.0,1497.0,1.0,11660.0,66590.0,684.0,38196.0,109000.0,18935.0,18935.0,60300.0
hyundai,2014.0,2014.0,mid-sized sedan,auto,97.0,1591.0,2.0,10230.0,63190.0,738.0,25397.0,117213.0,13417.0,13417.0,38300.0
mercedes-benz,2014.0,2014.0,luxury sedan,auto,245.0,3498.0,3.0,24680.0,75700.0,3164.0,111508.0,143000.0,102167.0,150901.0,158200.0
bmw,2008.0,2008.0,suv,auto,200.0,2996.0,4.0,14290.0,18444.0,3097.0,7125.0,166000.0,62447.0,62447.0,30400.0
honda,2017.0,2017.0,suv,auto,112.0,1496.0,2.0,10930.0,53711.0,682.0,37316.0,64000.0,24961.0,5000.0,77900.0
subaru,2016.0,2016.0,suv,auto,177.0,1998.0,2.0,12720.0,47000.0,1210.0,35188.0,72000.0,18941.0,18941.0,75700.0
kia,2016.0,2016.0,mid-sized sedan,auto,95.3,1591.0,2.0,9470.0,45000.0,738.0,32419.0,70000.0,16654.0,16654.0,57200.0
mazda,2016.0,2016.0,suv,auto,141.0,2488.0,1.0,12530.0,51010.0,1786.0,46847.0,68000.0,28718.0,32206.0,83400.0
nissan,2015.0,2016.0,suv,auto,86.0,1598.0,3.0,8910.0,47020.0,742.0,34510.0,85000.0,17647.0,17647.0,55900.0
jaguar,2017.0,2018.0,suv,auto,184.0,1997.0,1.0,17140.0,31001.0,1210.0,73515.0,73888.0,54207.0,69573.0,168100.0
toyota,2016.0,2017.0,mpv,auto,80.0,1496.0,1.0,10210.0,46489.0,682.0,36846.0,65541.0,22269.0,13177.0,72400.0
toyota,2008.0,2009.0,mid-sized sedan,auto,80.0,1598.0,5.0,7900.0,13024.0,965.0,6202.0,135500.0,16084.0,16084.0,20700.0
audi,2019.0,2020.0,luxury sedan,auto,140.0,1984.0,1.0,16300.0,30890.0,1194.0,60618.0,8000.0,38532.0,45945.0,177100.0
